composition,thermal_conductivity,temperature,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,Class
VNbTaMoWC,8.5,293,6,0.40824829,0.302853432,0.238494847,0.215284724,0.199371866,43.16666667,68,20.22222222,74,6,43.16666667,53.16666667,31,7.944444444,77,46,53.16666667,102.7677433,171.8293,53.08413111,183.84,12.0107,102.7677433,3106.166667,1640,496.5,3823,2183,3106.166667,6.833333333,9,2.388888889,14,5,6.833333333,4.666666667,4,1.111111111,6,2,4.666666667,146.5,94,23.5,170,76,146.5,1.966666667,1.05,0.39,2.55,1.5,1.966666667,1.666666667,1,0.444444444,2,1,1.666666667,0.333333333,2,0.555555556,2,0,0.333333333,3.166666667,5,1.166666667,5,0,3.166666667,4.666666667,14,6.222222222,14,0,4.666666667,9.833333333,16,6.444444444,20,4,9.833333333,0.333333333,1,0.444444444,1,0,0.333333333,0.666666667,4,1.111111111,4,0,0.666666667,5.166666667,7,1.777777778,7,0,5.166666667,0,0,0,0,0,0,6.166666667,3,0.833333333,7,4,6.166666667,14.44833333,12.54,3.415555556,18.18,5.64,14.44833333,0.749333333,4.496,1.248888889,4.496,0,0.749333333,0,0,0,0,0,0,223.1666667,35,9.722222222,229,194,223.1666667,0.169491525,0.033898305,0.322033898,0.474576271,0,0.240902461,0.076176932,None
VNbTaMoWC,9,323,6,0.40824829,0.302853432,0.238494847,0.215284724,0.199371866,43.16666667,68,20.22222222,74,6,43.16666667,53.16666667,31,7.944444444,77,46,53.16666667,102.7677433,171.8293,53.08413111,183.84,12.0107,102.7677433,3106.166667,1640,496.5,3823,2183,3106.166667,6.833333333,9,2.388888889,14,5,6.833333333,4.666666667,4,1.111111111,6,2,4.666666667,146.5,94,23.5,170,76,146.5,1.966666667,1.05,0.39,2.55,1.5,1.966666667,1.666666667,1,0.444444444,2,1,1.666666667,0.333333333,2,0.555555556,2,0,0.333333333,3.166666667,5,1.166666667,5,0,3.166666667,4.666666667,14,6.222222222,14,0,4.666666667,9.833333333,16,6.444444444,20,4,9.833333333,0.333333333,1,0.444444444,1,0,0.333333333,0.666666667,4,1.111111111,4,0,0.666666667,5.166666667,7,1.777777778,7,0,5.166666667,0,0,0,0,0,0,6.166666667,3,0.833333333,7,4,6.166666667,14.44833333,12.54,3.415555556,18.18,5.64,14.44833333,0.749333333,4.496,1.248888889,4.496,0,0.749333333,0,0,0,0,0,0,223.1666667,35,9.722222222,229,194,223.1666667,0.169491525,0.033898305,0.322033898,0.474576271,0,0.240902461,0.076176932,None
VNbTaMoWC,10,373,6,0.40824829,0.302853432,0.238494847,0.215284724,0.199371866,43.16666667,68,20.22222222,74,6,43.16666667,53.16666667,31,7.944444444,77,46,53.16666667,102.7677433,171.8293,53.08413111,183.84,12.0107,102.7677433,3106.166667,1640,496.5,3823,2183,3106.166667,6.833333333,9,2.388888889,14,5,6.833333333,4.666666667,4,1.111111111,6,2,4.666666667,146.5,94,23.5,170,76,146.5,1.966666667,1.05,0.39,2.55,1.5,1.966666667,1.666666667,1,0.444444444,2,1,1.666666667,0.333333333,2,0.555555556,2,0,0.333333333,3.166666667,5,1.166666667,5,0,3.166666667,4.666666667,14,6.222222222,14,0,4.666666667,9.833333333,16,6.444444444,20,4,9.833333333,0.333333333,1,0.444444444,1,0,0.333333333,0.666666667,4,1.111111111,4,0,0.666666667,5.166666667,7,1.777777778,7,0,5.166666667,0,0,0,0,0,0,6.166666667,3,0.833333333,7,4,6.166666667,14.44833333,12.54,3.415555556,18.18,5.64,14.44833333,0.749333333,4.496,1.248888889,4.496,0,0.749333333,0,0,0,0,0,0,223.1666667,35,9.722222222,229,194,223.1666667,0.169491525,0.033898305,0.322033898,0.474576271,0,0.240902461,0.076176932,None
VNbTaMoWC,12.5,473,6,0.40824829,0.302853432,0.238494847,0.215284724,0.199371866,43.16666667,68,20.22222222,74,6,43.16666667,53.16666667,31,7.944444444,77,46,53.16666667,102.7677433,171.8293,53.08413111,183.84,12.0107,102.7677433,3106.166667,1640,496.5,3823,2183,3106.166667,6.833333333,9,2.388888889,14,5,6.833333333,4.666666667,4,1.111111111,6,2,4.666666667,146.5,94,23.5,170,76,146.5,1.966666667,1.05,0.39,2.55,1.5,1.966666667,1.666666667,1,0.444444444,2,1,1.666666667,0.333333333,2,0.555555556,2,0,0.333333333,3.166666667,5,1.166666667,5,0,3.166666667,4.666666667,14,6.222222222,14,0,4.666666667,9.833333333,16,6.444444444,20,4,9.833333333,0.333333333,1,0.444444444,1,0,0.333333333,0.666666667,4,1.111111111,4,0,0.666666667,5.166666667,7,1.777777778,7,0,5.166666667,0,0,0,0,0,0,6.166666667,3,0.833333333,7,4,6.166666667,14.44833333,12.54,3.415555556,18.18,5.64,14.44833333,0.749333333,4.496,1.248888889,4.496,0,0.749333333,0,0,0,0,0,0,223.1666667,35,9.722222222,229,194,223.1666667,0.169491525,0.033898305,0.322033898,0.474576271,0,0.240902461,0.076176932,None
VNbTaMoWC,16,673,6,0.40824829,0.302853432,0.238494847,0.215284724,0.199371866,43.16666667,68,20.22222222,74,6,43.16666667,53.16666667,31,7.944444444,77,46,53.16666667,102.7677433,171.8293,53.08413111,183.84,12.0107,102.7677433,3106.166667,1640,496.5,3823,2183,3106.166667,6.833333333,9,2.388888889,14,5,6.833333333,4.666666667,4,1.111111111,6,2,4.666666667,146.5,94,23.5,170,76,146.5,1.966666667,1.05,0.39,2.55,1.5,1.966666667,1.666666667,1,0.444444444,2,1,1.666666667,0.333333333,2,0.555555556,2,0,0.333333333,3.166666667,5,1.166666667,5,0,3.166666667,4.666666667,14,6.222222222,14,0,4.666666667,9.833333333,16,6.444444444,20,4,9.833333333,0.333333333,1,0.444444444,1,0,0.333333333,0.666666667,4,1.111111111,4,0,0.666666667,5.166666667,7,1.777777778,7,0,5.166666667,0,0,0,0,0,0,6.166666667,3,0.833333333,7,4,6.166666667,14.44833333,12.54,3.415555556,18.18,5.64,14.44833333,0.749333333,4.496,1.248888889,4.496,0,0.749333333,0,0,0,0,0,0,223.1666667,35,9.722222222,229,194,223.1666667,0.169491525,0.033898305,0.322033898,0.474576271,0,0.240902461,0.076176932,None
VNbTaMoWC,19.5,873,6,0.40824829,0.302853432,0.238494847,0.215284724,0.199371866,43.16666667,68,20.22222222,74,6,43.16666667,53.16666667,31,7.944444444,77,46,53.16666667,102.7677433,171.8293,53.08413111,183.84,12.0107,102.7677433,3106.166667,1640,496.5,3823,2183,3106.166667,6.833333333,9,2.388888889,14,5,6.833333333,4.666666667,4,1.111111111,6,2,4.666666667,146.5,94,23.5,170,76,146.5,1.966666667,1.05,0.39,2.55,1.5,1.966666667,1.666666667,1,0.444444444,2,1,1.666666667,0.333333333,2,0.555555556,2,0,0.333333333,3.166666667,5,1.166666667,5,0,3.166666667,4.666666667,14,6.222222222,14,0,4.666666667,9.833333333,16,6.444444444,20,4,9.833333333,0.333333333,1,0.444444444,1,0,0.333333333,0.666666667,4,1.111111111,4,0,0.666666667,5.166666667,7,1.777777778,7,0,5.166666667,0,0,0,0,0,0,6.166666667,3,0.833333333,7,4,6.166666667,14.44833333,12.54,3.415555556,18.18,5.64,14.44833333,0.749333333,4.496,1.248888889,4.496,0,0.749333333,0,0,0,0,0,0,223.1666667,35,9.722222222,229,194,223.1666667,0.169491525,0.033898305,0.322033898,0.474576271,0,0.240902461,0.076176932,None
VNbTaMoWC,23,1073,6,0.40824829,0.302853432,0.238494847,0.215284724,0.199371866,43.16666667,68,20.22222222,74,6,43.16666667,53.16666667,31,7.944444444,77,46,53.16666667,102.7677433,171.8293,53.08413111,183.84,12.0107,102.7677433,3106.166667,1640,496.5,3823,2183,3106.166667,6.833333333,9,2.388888889,14,5,6.833333333,4.666666667,4,1.111111111,6,2,4.666666667,146.5,94,23.5,170,76,146.5,1.966666667,1.05,0.39,2.55,1.5,1.966666667,1.666666667,1,0.444444444,2,1,1.666666667,0.333333333,2,0.555555556,2,0,0.333333333,3.166666667,5,1.166666667,5,0,3.166666667,4.666666667,14,6.222222222,14,0,4.666666667,9.833333333,16,6.444444444,20,4,9.833333333,0.333333333,1,0.444444444,1,0,0.333333333,0.666666667,4,1.111111111,4,0,0.666666667,5.166666667,7,1.777777778,7,0,5.166666667,0,0,0,0,0,0,6.166666667,3,0.833333333,7,4,6.166666667,14.44833333,12.54,3.415555556,18.18,5.64,14.44833333,0.749333333,4.496,1.248888889,4.496,0,0.749333333,0,0,0,0,0,0,223.1666667,35,9.722222222,229,194,223.1666667,0.169491525,0.033898305,0.322033898,0.474576271,0,0.240902461,0.076176932,None
VNbTaMoWC,25.5,1273,6,0.40824829,0.302853432,0.238494847,0.215284724,0.199371866,43.16666667,68,20.22222222,74,6,43.16666667,53.16666667,31,7.944444444,77,46,53.16666667,102.7677433,171.8293,53.08413111,183.84,12.0107,102.7677433,3106.166667,1640,496.5,3823,2183,3106.166667,6.833333333,9,2.388888889,14,5,6.833333333,4.666666667,4,1.111111111,6,2,4.666666667,146.5,94,23.5,170,76,146.5,1.966666667,1.05,0.39,2.55,1.5,1.966666667,1.666666667,1,0.444444444,2,1,1.666666667,0.333333333,2,0.555555556,2,0,0.333333333,3.166666667,5,1.166666667,5,0,3.166666667,4.666666667,14,6.222222222,14,0,4.666666667,9.833333333,16,6.444444444,20,4,9.833333333,0.333333333,1,0.444444444,1,0,0.333333333,0.666666667,4,1.111111111,4,0,0.666666667,5.166666667,7,1.777777778,7,0,5.166666667,0,0,0,0,0,0,6.166666667,3,0.833333333,7,4,6.166666667,14.44833333,12.54,3.415555556,18.18,5.64,14.44833333,0.749333333,4.496,1.248888889,4.496,0,0.749333333,0,0,0,0,0,0,223.1666667,35,9.722222222,229,194,223.1666667,0.169491525,0.033898305,0.322033898,0.474576271,0,0.240902461,0.076176932,None
Y2Ti2O7,1.123,298,3,0.686348585,0.646108515,0.636847546,0.636391892,0.636364098,16.18181818,31,10.41322314,39,8,8,65.36363636,75,27.53719008,87,12,87,35.04922727,72.90645,24.24523471,88.90585,15.9994,15.9994,714.8727273,1886.2,840.092562,1941,54.8,54.8,11.45454545,13,5.785123967,16,3,16,2.909090909,3,1.157024793,5,2,2,105.6363636,124,50.44628099,190,66,66,2.690909091,2.22,0.95338843,3.44,1.22,3.44,2,0,0,2,2,2,2.545454545,4,1.851239669,4,0,4,0.545454545,2,0.694214876,2,0,0,0,0,0,0,0,0,5.090909091,3,1.157024793,6,3,6,0,0,0,0,0,0,1.272727273,2,0.925619835,2,0,2,3.090909091,9,3.933884298,9,0,0,0,0,0,0,0,0,4.363636364,7,3.008264463,9,2,2,14.71318182,23.26,7.13768595,32.365,9.105,9.105,0,0,0,0,0,0,4.10E-06,2.25E-05,6.70E-06,2.25E-05,0,0,78.18181818,182,84.23140496,194,12,12,0.392857143,0.5,0.107142857,0,1,0.708320593,0.303137614,None
Ho0.667Y0.667Dy0.667Ti2O7,1.023,298,5,0.670048656,0.64175644,0.636550902,0.636319937,0.636306021,19.51858922,59,14.65869003,67,8,8,67.78401963,75,24.45447915,87,12,87,44.12562725,148.93092,35.79376252,164.93032,15.9994,15.9994,704.9065539,1886.2,827.3331293,1941,54.8,54.8,11.45377693,13,5.785576128,16,3,16,3.030542678,4,1.311480546,6,2,2,105.8865558,126,50.76009279,192,66,66,2.691381693,2.22,0.952700328,3.44,1.22,3.44,2,0,2.22E-16,2,2,2,2.545223162,4,1.851365852,4,0,4,0.424234161,2,0.64277202,2,0,0,1.273247887,11,2.237703358,11,0,0,6.242705209,10,1.517540451,13,3,6,0,0,0,0,0,0,1.272611581,2,0.925682926,2,0,2,2.000090901,9,3.030407702,9,0,0,0.424415962,4,0.745901119,4,0,0,3.697118444,7,2.244306356,9,2,2,14.54764734,23.26,6.926376029,32.365,9.105,9.105,0,0,0,0,0,0,4.10E-06,2.25E-05,6.70E-06,2.25E-05,0,0,78.19234615,182,84.23714627,194,12,12,0.32037393,0.407711573,0.067956783,0.203957714,0,0.708320593,0.302881139,None
Ho0.4Y0.4Dy0.4Gd0.4Eu0.4Ti2O7,0.974,298,7,0.666804393,0.641467916,0.636606162,0.636377766,0.636363867,19.96363636,59,15.22644628,67,8,8,67.83636364,75,24.39008264,87,12,87,45.26816982,148.93092,37.25116159,164.93032,15.9994,15.9994,675.4909091,1886.2,789.9702479,1941,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.054545455,4,1.34214876,6,2,2,106.2909091,132,51.27933884,198,66,66,2.689272727,2.255,0.955471074,3.44,1.185,3.44,2,0,0,2,2,2,2.545454545,4,1.851239669,4,0,4,0.436363636,2,0.650578512,2,0,0,1.272727273,11,2.175206612,11,0,0,6.254545455,10,1.380495868,13,3,6,0,0,0,0,0,0,1.272727273,2,0.925619835,2,0,2,2.109090909,9,3.14446281,9,0,0,0.763636364,7,1.305123967,7,0,0,4.145454545,14,2.82446281,16,2,2,14.75039394,27.355,7.185046832,36.46,9.105,9.105,0,0,0,0,0,0,4.10E-06,2.25E-05,6.70E-06,2.25E-05,0,0,79.45454545,217,85.85123967,229,12,12,0.319767442,0.406976744,0.069767442,0.203488372,1,0.719520951,0.303905754,None
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
